title,ingredients,instructions,food_types,description,average_rating,minutes,n_ingredients,n_steps,score
african peanut and squash stew,"olive oil, yellow onion, garlic cloves, hot chili pepper, fresh ginger, light brown sugar, ground cinnamon, ground cumin, winter squash, water, natural-style peanut butter, salt & freshly ground black pepper, black-eyed peas, unsalted dry roasted peanuts","heat the oil in a large saucepan over medium heat. add the onion , cover , and cook , stirring a few times , until softened , about 5 minutes. stir in the garlic , chiles , ginger , brown sugar , cinnamon , and cumin and cook for 1 minute. add the squash and stir to coat with the spices. add 1 cup of the water and salt and pepper to taste. bring to a boil , then reduce the heat to low. put the peanut butter in a small bowl and slowly add the remaining cup water , stirring until smooth. stir the peanut butter mixture into the stew , cover , and simmer until the vegetables are tender , about 30 minutes. allow 10 minutes before the end of the cooking time , add the black-eyed peas and peanuts and simmer until heated through. before serving , taste to adjust the seasonings",Veg dessert,delicious and different...lots of protein and flavour - no meat!,4.857142857,55,14,10,4.671362209
african peanut butter candy,"low-fat peanut butter, honey, powdered milk, coconut","put peanut butter and honey in bowl and blend well. add 1 cup powdered milk or wheat germ and blend into a stiff dough , adding more powdered milk or wheat germ as needed. form mixture into small 1-inch balls or patties. put coconut in flat pan. roll balls or patties in coconut to coat. place side by side on dish covered with wax paper , cover with another wax paper sheet , and refrigerate. serve as a sweet snack treat",Healthy,"one of the principal crops of some african countries is peanuts. they are nutritious and hardy, making them a first-rate survival food. in this recipe peanuts and highly prized honey are combined to make a sweet african treat.",4.862068966,15,4,7,4.799544979
african peanut chicken soup,"olive oil, chicken breasts, onion, garlic cloves, sweet potatoes, green bell pepper, red bell pepper, chicken broth, v8 vegetable juice, ginger, cayenne pepper, crunchy peanut butter","heat 1 tbsp olive oil in a large pot. add 2-3 chicken breasts , diced. 1 onion , chopped. and 3 cloves of garlic , chopped. stir and cook 5 minutes or until chicken is done. peel 2 medium sweet potatoes then either grate , food process , chop , or bake / microwave and mash them. add the sweet potatoes to the pot along with 1 green bell pepper , chopped. 1 red bell pepper , chopped. 2 cans of chicken broth. 1 1 / 2 cups v-8 or tomato juice. 1 teaspoons ginger. and 1 / 2 teaspoons cayenne pepper. mix well. bring to a boil. reduce heat. cover and simmer 10-15 minutes or until veggies are tender , stirring occasionally. add 1 / 2 cup crunchy peanut butter and stir constantly until well blended. serve",Non-veg,"this soup has some strange ingredients, but i swear that it's some of the best soup i've ever had.",4.714285714,45,12,18,4.580453118
african peanut dipping sauce,"onions, peanut oil, cayenne, ground ginger, banana, tomato juice, apple juice, peanut butter","in saute pan , cook onions until tender. add cayenne , ginger , mashed banana , and saute , stirring frequently. after five minutes , add the juices. simmer for 10 minutes more , before stirring in the peanut butter. serve warm",Veg,"this recipe comes from the moosewood restaurant. it is a great dip for grilled, roasted, and deep-fried vegetables, as well as strips of roasted chicken. great for parties and snacking! it stores well, up to 2-3 weeks in the fridge, just reheat and serve!",4.8,35,8,5,4.598331588
african peanut soup with mustard greens,"olive oil, yellow onion, carrot, celery, red bell pepper, garlic, chili powder, salt, cayenne, low sodium chicken broth, cooked chicken breasts, diced tomatoes, creamy peanut butter, instant couscous, mustard greens","heat oil in a stock pot. add onion sauting until transparent. add carrot , celery , bell pepper , garlic , and seasonings. cook about 4 minutes , stirring often. add broth , chicken , tomatoes and greens. bring to a boil , reduce heat to low , and simmer 10 minutes. stir in peanut butter and couscous. cover , remove from heat , and allow to sit 5 minutes. garnish each serving with peanuts and scallions",Non-veg,i got this recipe about 2 years ago in a magazine which i promptly misplaced.    about a month ago i got it again in an email from cuisine at home.    this time i promptly made it with mustard greens from my garden and took it to a potluck.   all i brought home was an empty pot it was so good.    i've adjusted the cayenne because some people found it to be a bit warm at 1/2 tsp although my dh and i enjoyed it as is.,4.666666667,40,15,9,4.568075715
african peanut stew,"canola oil, onion, garlic cloves, fresh ginger, jalapeno, curry powder, diced tomatoes with juice, low sodium vegetable broth, natural-style peanut butter, tamari soy sauce, pepper, sweet potato, carrots, chickpeas, fresh okra, frozen green beans, kale, lime, juice of, fresh cilantro, lime wedge, salted peanuts","heat the oil in a large , heavy stockpot. add the onion , garlic , jalapeno , and ginger , and cook over moderate heat , stirring frequently , until the onion is lightly browned , about 6 minutes. add the curry powder and cook , stirring , until fragrant and lightly toasted , about 2 minutes. add the tomatoes , scraping up any bits stuck to the bottom of the pan. whisk in the broth and peanut butter , season with pepper and tamari to taste , and bring to a boil. cook over moderately high heat for 15 minutes , stirring frequently. add the sweet potatoes , carrots , and chickpeas , cover partially and cook over moderately low heat until the vegetables are just tender , about 20 minutes. add the okra and green beans , cover partially and cook until all the vegetables are tender , about 10 minutes longer. add the kale and juice of 1 lime , and cook for 10 more minutes. transfer to deep bowls and serve hot. garnish with the cilantro , lime wedges , and chopped peanuts at the table",Veg,"i first had this stew at a restaurant in rochester, ny, and when i moved away, spent years recreating it!  delicious with a lovely hearty bread, or with rice cooked in the stew (about 3/4 cup brown rice added with the sweet potatoes and carrots).",5.0,90,21,11,4.73849843
african peanut stew  elephant stew,"oil, beef, flour, nutmeg, chili powder, onions, garlic, water, red pepper, tomato sauce, chunky peanut butter, peas and carrots, steamed rice, hot sauce","in a large heavy kettle , heat 3 tablespoons oil. roll beef cubes in flour , then brown in hot oil. while this is cooking , add nutmeg and chili powder. when meat is browned , add onion , garlic , water , red pepper to taste , and tomato sauce. simmer until meat is tender , about 1 hour. if desired , add carrots and peas while stew is simmering. a few minutes before serving , heat peanut butter and remaining 2 tablespoons oil. stir peanut butter mixture into beef stew over low heat. let simmer 15 minutes , until peanut butter is absorbed. serve over steamed rice with hot sauce on the side",Non-veg,delicious sounding recipe that uses beef in place of elephant! posted for 'zaar world tour ii.,4.666666667,90,14,10,4.53849843
african pearl barley pumpkin pot,"pearl barley, hokkaido squash, vegetable broth, white wine, onions, garlic cloves, butter, dates, turmeric powder, cinnamon, chili powder, nutmeg, salt & pepper, chives","clean the hokkaido squash , remove the seeds and cut into dices. dice the onions as well. melt the butter in a heavy pot. sweat the onions in it. add the pearl barley. after some minutes add the white wine. after 2 more mins add the broth. add the squash. chopp garlic and dates and add to the pot together with raisins. add the spices. when squash is tender , garnish with chives and serve",Veg,"this is a spicy dish. perfect for cold and rainy days, because it really warms you.
can also be turned into something indian by adding chickpeas, potatoes and curry spices.",4.6,45,14,11,4.487220477
african pineapple peanut stew,"onion, garlic cloves, vegetable oil, kale, canned crushed pineapple, peanut butter, tabasco sauce, cilantro","in a covered saucepan , saute the onions and garlic in the oil for about 10 minutes , stirring frequently , until the onions are lightly browned. while the onions saute , wash the kale. remove the stems. stack the leaves on a cutting surface and slice crosswise into 1-inch-thick slices. add the pineapple and its juice to the onions and bring to a simmer. stir in the kale , cover , and simmer for about 5 minutes , stirring a couple of times , until just tender. mix in the peanut butter , hot pepper sauce , and simmer for 5 minutes. add salt to taste",Veg,goes surprisingly well with noodles,3.5,30,8,8,3.923123037
african pork and peanut stew,"peanut oil, boneless pork butt, onion, garlic cloves, curry powder, ground coriander, ground cumin, crushed red pepper flakes, ground ginger, cinnamon, bay leaf, salt, chicken broth, tomato paste, chunky peanut butter, plum tomatoes, green bell pepper, cilantro, unsalted peanuts","in a large pot , heat 1 tablespoons of the oil on high heat. when hot , add the pork cubes and cook until soft. stir in the garlic , curry powder , coriander , cumin , and crushed red pepper. cook 1 minute. add ginger , cinnamon , bay leaf , salt , chicken broth , and tomato paste. bring liquid to a boil , cover and simmer on low for 45 minutes. add peanut butter and blend well. cook stew another 3 minutes , uncovered to blend. stir in chopped tomato and bell pepper. simmer 2-3 minutes , just until the vegetables soften but still retain shape. before serving , taste to correct seasonings. you may wish to add a final splash of lemon juice to refresh the flavors",Non-veg,"serve with the chopped cilantro and peanuts on top. if desired, pass additional red pepper flakes on the side",5.0,65,19,12,4.709442699
african potato and collard green stew,"olive oil, onions, garlic cloves, fresh ginger, ground cinnamon, poppy seed, mustard seeds, ground coriander, ground cloves, russet potato, salt, cauliflower head, sweet potato, collard greens, raisins, apple cider vinegar, salt & freshly ground black pepper","in a large pot , heat the oil over medium heat and add the onions and garlic , cooking them for 5 minutes , stirring occasionally until softened. add ginger , cinnamon , poppy seeds , mustard seeds , coriander , and cloves and cook , stirring frequently , for 2 minutes. add potato to the mixture an stir to combine. stir in 4 cups of water and turn heat up to high and bring to a boil , add the teaspoon of salt and stir well. turn heat to low and simmer stew , uncovered , for 5 minutes , stirring occasionally. add cauliflower , sweet potato , collard greens , and raisins , stirring to combine. continue cooking for 10 minutes until potatoes are tender. season stew with vinegar , and salt and pepper to taste. if the stew is too dry , add a little water. serve hot",Healthy,"this hearty stew that originated in areas of south and east africa. potatoes, both sweet and white, as well as cauliflower, calcium-rich greens, raisins, and spices make a savory and nourishing meal to warm us on cold winter nights. serve topped 
with rice, couscous, or quinoa.",4.222222222,45,17,10,4.260383407
african salad,"champignon mushrooms, lemon, juice of, garlic, salt, hearts of palm, artichoke hearts, olive oil, dijon mustard, black pepper, wine vinegar","carefully wash the mushrooms and slice in half. put into pot with the lemon juice , garlic and salt. cover and cook on medium heat for about 2 minutes. shake the pot occasionally. take of the heat. drain and put into salad bowl. rinse and drain the palm hearts. slice in half and add to the mushrooms in the bowl. rinse and drain the artichoke hearts , slice in half and add to the bowl , too. blend together the ingredients of the dressing and pour over the salad. mix gently , refrigerate 10 minutes and then serve",Healthy,i have no idea why this is called ,4.5,17,10,11,4.423123037
african spiced vegetable salad,"fresh broccoli florets, cauliflower floret, carrot, salt, crushed red pepper flakes, ground ginger, ground cumin, ground coriander, ground nutmeg, nonfat sour cream, cider vinegar, honey, green onions","steam the vegetables , covered 2 minutes. rinse under cold water. drain well. combine spices in a skillet over medium heat and cook 2 minutes stirring constantly. in a medium bowl , combine spice mixture , sour cream , vinegar , and honey. add vegetables and mix well",Healthy,very good and a nice change. i am not a big fan of cauliflower so i use a bag of fresh stir fry vegetables instead. the presentation is very colorful. i adapted this recipe from a weight watchers cookbok. 1 point per 1 cup serving.,4.0,8,13,6,4.173123037
african spinach,"onion, green bell pepper, peanut oil, fresh spinach, tomatoes, salt, pepper, peanut butter","cook onion and green pepper in peanut oil in a skillet for about 3-5 minutes , or until tender. add spinach and tomato to skillet. cover and cook on low heat for about 5 minutes , or until spinach is tender. stir in all remaining ingredients. cook until hot throughout. serving suggestion: server with hot cooked rice or couscous",Healthy,a west african recipe.  use as a side dish or serve over rice or couscous as a vegetarian main dish.,4.571428571,15,8,6,4.489544027
african spinach and peanut butter stew,"onions, tomatoes, spinach, peanut butter, salt, pepper, oil","slice the onions and fry in oil until soft. peel the tomatoes in boiling water. slice and add to the onions. wash , trim and chop the spinach coarsely. add to the stew and cook , covered , over a medium heat for 5 minutes , stirring to prevent sticking. thin the peanut butter with hot water to make a smooth paste. add to the stew. season with salt and pepper and cook for another 5 - 10 minutes , stirring and adding water if necessary to prevent sticking. serve over steamed rice , polenta , or mashed potatoes , in fact , you could eat it with anything , really !",Healthy,"found online at www.fooddownunder.com, while looking for economical 'african' recipes.    
tasty and nutritious, a vegetarian main dish or a good side dish.  you could easily add garlic, cooking it with the onions, add some mushrooms, adding with the tomatoes,  and i think some chilli, fresh, powdered or flaked,  would also add a bit of spice to this very versatile dish!",4.923076923,25,7,9,4.787352017
african style broccoli,"broccoli florets, cauliflower florets, carrots, canola oil, salt, ground ginger, ground cumin, ground coriander, nutmeg, crushed red pepper flakes, sour cream, cider vinegar, honey, green onion, pine nuts","steam first 3 ingredients , covered , 2 minutes. rinse broccoli mixture under cold water. drain well. combine oil , salt and next 5 ingredients in a small skillet. cook over medium heat 2 minutes or until lightly browned , stirring constantly. combine spice mixture , sour cream , vinegar , and honey in a bowl. whisk well. add to broccoli mixture. toss well to coat. stir in green onions just before serving , and sprinkle with nuts",Healthy,i found this on the web after searching for african recipes that included broccoli for the zaar world tour 2005. it was on the mom-mom website.,4.515151515,15,15,10,4.496891467
african style grilled peanut butter chicken,"chicken, peanut butter, water, mayonnaise, lime juice, sherry wine, soy sauce, garlic cloves, curry powder, red pepper, cilantro, salt & freshly ground black pepper","combine all ingredients , if mixture is too thick , keep adding hot water until mixture is similar to cream. reserve 1 / 2 cup of marinade mixture for basting while grilling. place remaining marinade in zip loc bag , add chicken pieces , squish to combine , marinate for 2-3 hours. heat grill , lightly oil grates , place chicken on grate and brush with reserved peanutbutter mixture while grilling. grill until juices run clear. serve with rice or potatoes",Non-veg,peanuts are used widely in african cuisine.,2.578947368,45,12,6,2.886303665
african style rice,"chicken broth, rice, butter, coriander powder, turmeric powder","in a sauce pan , melt butter and add rice to saute. when rice is a nice golden color , add chicken brother , dash of coriander powder , dash of turmeric and bring to boil. at boiling point , reduce heat to low and cover. cook for 20 minutes. do not open lid until 20 minutes is up ! i suggest setting a timer !. when done , fluff with fork and serve with easy african-style peanut chicken !",Non-veg,"i am posting this to serve with easy african-style peanut chicken.  i am a single mother with a disabled child.  since i work and go to college, i need easy, delicious dinners.  this isn't really authentic but a friend of mine is in africa and sends me recipes to ""tweak"" for my ease of cooking!",3.666666667,25,5,6,3.93849843
african sweet potato and peanut soup,"peanut oil, onion, garlic cloves, ginger, ground coriander, cayenne pepper, cabbage, sweet potato, eggplant, chicken broth, diced tomatoes, apple juice, salt, peanut butter, lemon, juice of, parsley, cilantro, peanuts, coconut","heat oil over medium high heat and add onions. saute for a few minutes , until starting to show a little color. add garlic and ginger , and saut a few more minutes. stir in spices. add cabbage , sweet potato , eggplant , broth , tomatoes , apple juice , and salt. cover and bring to a boil. simmer , mostly covered , for 15 minutes , stirring occasionally. check sweet potatoes for doneness. turn off heat , stir in peanut butter until melts , then add lemon juice to combine. serve topped with cilantro , parsley , and peanuts",Healthy,"adapted from the moosewood cookbook for west african groundnut stew. wine or other fruit and vegetable juices (example, apricot or tomato) would also work as substitutes for the liquids. thanks to brooke the cook in wi for putting this recipe in her best of 2008 cookbook!",4.5,30,19,10,4.448748691
african tilapia,"tilapia fillets, vegetable oil, onion, bell pepper, lemon, juice of, vinegar, cayenne, salt",combine all ingredients except for the tilapia. mix well until the salt is disolved. place tilapia in a glass dish and cover with marinade. turn to coat and set aside for 20 minutes. preheat grill. pour marinade into a saucepan and bring to a boil. allow to cool. grill tilapia fillets of a medium high heat for about 4 to 5 minutes per side or until the fish flakes easily and has an even appearance all the way through. serve by pouring a small amount of the sauce over the tilapia fillets,Veg,this marinated tilapia is grilled hot while basted in the marinade to give it lots of extra flavor. it's a favorite around my room mates!,4.833333333,45,8,9,4.63849843
african vegetable stew,"non-hydrogenated margarine, onion, parsley, garlic cloves, cinnamon, turmeric, pepper, ginger, water, carrot, dried lentils, long grain rice, whole tomatoes, frozen green peas, frozen green beans, salt and pepper","melt margarine over medium heat in a large saucepan. add onion , parsley , garlic , cinnamon , turmeric , pepper and ginger. stir occasionally until onion is tender - add some water if it begins to stick. stir in water , carrot and lentils. boil , then reduce heat and cover to simmer 25 minutes. stir in rice , and undrained tomatoes. boil , then reduce heat and cover to simmer for 20 minutes. stir in peas , beans and salt and pepper to taste. boil , then reduce heat and cover to simmer 5 minutes or till tender. if desired , serve with a dollop of yogurt or sour cream - 1 serving = 275 cal , 3g fat , 56g carb , 10g fibre , 12 g pro",Healthy,"this is a different kind of stew as the cinnamon is the promident smell as it is cooking, but blends in with the other spices and flavors creating a nicely flavored vegetable stew.",4.0,70,16,10,4.125907663
african yam stew,"vegetable broth, onion, yams, canned chick-peas, brown rice, salt, peanut butter, collard greens, fresh lemon juice, black pepper, braggs liquid aminos, chili sauce","heat 2 tblsp of stock in a large pot. add the onion and saute over medium heat for 5 minutes , adding more stock if necessary. add the remaining stock , yams , chickpeas , rice and salt. simmer for 45 minutes. in small bowl , blend the peanut butter with 1 / 2 cpu of liquid from the stew to make a smooth paste. stir into the stew along with the greens and cook for 5 minutes. stir in the lemon juice , pepper and tamari or braggs. add chili sauce to taste. adjust seasonings and serve",Veg,"i made this last night and it was great!  very simple and very good for you.  i tasted it before adding the lemon juice and i think that i liked it better without, but the recipe (from a nutrition book - becoming vegetarian) called for it, so i've included it below.  i added some cooked tomatoes at the same time as the yams.  i used 2 very rounded teaspoons of some chinese chili garlic sauce i had in the fridge.  i ate it with a dolop of yogurt.  nothing else needed, it's a complete meal.   my boyfriend ate it with pita though.  i can't wait for the leftovers tonight :-)",4.333333333,55,12,9,4.337306484
african spiced broccoli and cauliflower salad,"broccoli floret, cauliflower floret, carrot, salt, ground ginger, ground cumin, ground coriander, ground nutmeg, crushed red pepper flakes, soy sauce, nonfat sour cream, cider vinegar, honey, green onions","steam first 3 ingredients , covered , 2 minutes. rinse broccoli mixture under cold water. drain well. combine salt and next 5 ingredients in a small skillet. cook over medium heat 2 minutes or until lightly browned. stirring constantly. combine spice mixture , soy sauce , sour cream , vinegar and honey in a bowl. stir well. add broccoli mixture. toss well to coat. stir in green onions just before serving",Healthy,toasting the spices in a skillet brings out their sweet flavors and hot flavors.,4.75,15,14,11,4.548123037
african spiced cauliflower and carrot salad,"cauliflower, carrot, salt, ground ginger, ground cumin, ground coriander, ground nutmeg, crushed red pepper flakes, low-fat sour cream, cider vinegar, honey, green onions","steam first 2 ingredients , covered , 2 minutes. rinse mixture under cold water. drain well. combine salt and next 5 ingredients in a small skillet. cook over medium heat 2 minutes or until lightly aromatic , stirring constantly. add vinegar while of the heat. combine spice mixture , sour cream , and honey in a bowl. stir well. add cauliflower mixture. toss well to coat. chill for 1 hour. top with green onions just before serving",Healthy,"this is a lite and healthy side. in africa raw vegetables are popular in salads this recipe does call to lightly steam or you can quick blanch them for 4 minutes.
 toasting the spices in a skillet brings out their sweet and hot flavors. i made this using 8 cup of carrots and cauliflower combined and just double the dressing. my spices are very fresh and intense so i was able to use less then called for. adjust to taste and freshness of spices. th",3.909090909,13,12,12,4.02566562
african style braised chicken in peanut sauce  crock pot,"vegetable oil, chicken pieces, onions, garlic cloves, red chili peppers, curry powder, dried oregano leaves, salt, black peppercorns, condensed chicken broth, tomato sauce, bay leaf, peanut butter, sherry wine, red bell pepper","in a nonstick skillet , heat oil over medium-high heat. add chicken , in batches , and brown on all sides. transfer to slow cooker stoneware. reduce heat to medium , add onions and cook , stirring , until softened. add garlic , chili pepper , curry powder , oregano , salt and peppercorns and cook , stirring , for 1 minute. stir in chicken broth , tomato sauce and bay leaf and bring to a boil. pour mixture over chicken. cover and cook on low for 6 hours or on high for 3 hours , until juices run clear when chicken is pierced with a fork. in a bowl , combine peanut butter and sherry. add a little cooking liquid and stir to blend. add to slow cooker along with red pepper. cover and cook on high for 20 minutes , until pepper is tender. discard bay leaf. serve over hot white rice",Non-veg,"from ""delicious and dependable slow cooker recipes"" by judith finlayson.  serve with white rice.  recipe calls for hot peppers and peanuts. i made it with 1 tsp. cayenne pepper instead of red chili pepper. by the way, i like the way it tastes cold the next day too!",4.666666667,200,15,14,4.586561518
african style shish kebab,"plain yogurt, lemon juice, olive oil, onion, mint leaf, fresh cilantro, salt and pepper, cayenne pepper, boneless leg of lamb, cherry tomatoes, green peppers, white onions, mushrooms","combine yogurt , lemon juice , olive oil , onion , mint ,. cilantro , salt , pepper and cayenne pepper in large bowl. add. meat to marinade. refrigerate 4 to 5 hours for lamb , overnight. for beef. remove from refrigerator 2 hours before cooking. just before cooking , arrange meat on skewers alternately with. tomatoes , green peppers , onions and mushrooms. place on grill. 3 inches above coals , which should be red hot but not flaming. cook 5 minutes on each side , turning skewers to brown meat. evenly. i recommend serving with rice",Veg,a fun twist on your average shishkebab. the recipe calls for the use of either lamb or beef. i think it may also be good on chicken. serve with rice. enjoy! note: the timing does not include marinating.,5.0,35,13,14,4.673123037
afro dog,"ground beef, red pepper flakes, red pepper, cumin, chili powder, salt, black pepper",combine all ingredients. divide beef into 6 portions. shape each portion in the shape of a hot dog. wrap each in plastic wrap and freeze until ready to cook. cook in boiling water until firm. remove and brown in skillet. serve like a hot dog with your favorite condiments,Healthy,"this recipe is from ""diners, drive-ins and dives"". it is very spicy, so if you do not like a lot of spice, the amounts of heat can be decreased.",3.5,20,7,7,3.923123037
after work franks n beans over rice,"baked beans, onion, light olive oil, ketchup, brown sugar, cayenne pepper, diced tomatoes, beef hot dogs","1. in a large heavy pot place the beans , tomatoes , brown sugar and cayenne pepper. bring up to a simmer over medium heat , stirring often. 2. in a skillet , heat oilive oil. 3. saute chopped onions over medium heat until soft and brown then put the onions into the pot. 4. cut hot dogs in the 2 inch pieces. saute hot dog pieces in hotpan until browned on all sides then put into pot. 5. simmer mixture , stirring often , for approx 1 hour. 6. serve over hot white rice",Veg dessert,"i searched recipezaar for a recipe like this and i couldnt find one so i made this up.  easy and tasty recipe that the kids will love.
hebrew national hot dogs are a must! they are the best.",3.0,75,8,14,3.673123037
after thanksgiving turkey soup,"turkey carcass, onions, carrots, celery ribs, butter, all-purpose flour, half-and-half cream, long grain rice, salt, chicken bouillon granule, pepper","place turkey carcass in a soup kettle or dutch oven and cover with water. bring to a boil. reduce heat. cover and simmer for 1 hour. remove carcass. cool. set aside 3 quart broth. remove turkey from bones and cut into bite-size pieces. set aside. in a soup kettle or dutch oven , saute the onions , carrots and celery in butter until tender. reduce heat. stir in flour until blended. gradually add 1 quart of reserved broth. bring to a boil. cook and stir for 2 minutes or until thickened. add cream , rice , salt , bouillon , pepper , remaining broth and reserved turkey. reduce heat. cover and simmer for 30-35 minutes or until rice is tender",Healthy,"got this from another site; i am not a big turkey eater, but being in wisconsin, the soups is needed in the cold winter months.  posting for future use.",4.875,110,11,18,4.698748691
afterburner  3,"stolichnaya vodka, triple sec, grapefruit juice, cranberry juice",pour over ice in a cocktail glass. stir. fill with cranberry juice,Healthy,"a drink not too sweet.  in this drink, we can taste the vodka and triple sec.  

http://www.drinksmixer.com/drink754.html",4.777777778,2,4,3,4.699317468
afternoon coffee,"frangelico, kahlua, baileys irish cream, brewed espresso, cream",build ingredients & float cream on top,Healthy,"a lovely nightcap from drinkswap, you'll sleep like a baby after this. recipe calls for only 1 tsp of cream but feel free to increase that if you like a milky coffee. i added a lot more than 1tsp myself.",5.0,2,5,1,4.673123037
afternoon pick me up,"vegetable juice cocktail, balsamic vinegar, garlic powder, hot sauce",mix all ingredients in a portable jug. keep in cooler or fridge. shake or stir before serving,Healthy,"this drink will knock off the edge if you get the 3 o'clock munchies. plus you can get in an extra serving of veggies.  you may add alcohol to this, but if your at work, it probably isn't a good idea.",4.7,2,4,3,4.59892745
afternoon ruby tea biscuits,"all-purpose flour, baking powder, sugar, salt, vegetable shortening, milk, jam","preheat oven to 425 degrees f. measure the sifted flour , baking powder , sugar , and salt and mix with fork in large mixing bowl. cut in vegetable shortening until it looks like coarse bread crumbs. add the milk and mix it into the flour with fork-but only until the mixture will form a soft ball. place the ball of dough on a lightly floured surface and knead it 12 times. rub some flour on rolling pin and roll the dough until it's about 1 / 4 inch thick. with a large biscuit cutter cut circles , very close together , in the dough. use a straight downward motion and do not twist the cutter. with a spatula lift half of the circles , one at a time onto a cookie sheet and arrange them about 1 inch apart. with a small cutter cut a hole in the center of the rest of the circles to make rings and lift out the centers. set the centers aside. place the rings on top of the circles on the cookie sheet. place a teaspoon of red jam or jelly in each ring. bake biscuits for 12-15 minutes until golden. immediately take bicsuits off cookie sheet with spatula. with centers bake into little biscuits",Veg dessert,"this comes from the anne of green gables cookbook.  these biscuits are wonderful, and one of the first things i learned how to make.  please note the recipe is designed for kids and writing as written.",5.0,42,7,16,4.709442699
afternoon treat  lemon bread,"butter, superfine sugar, eggs, lemons, rind of, sour cream, vanilla, cake flour, baking powder, salt, sugar, water, lemon juice","oven: 350 deg f / 180 deg celsius. butter a small bread pan. cream butter and sugar until light and fluffy. add eggs one by one , and beat well after each addition stir in the grated lemon rind , sour cream and vanilla. sift together the flour , baking powder and salt , then stir into the wet mixture. mix gently but well , then ladle into the greased bread tin. bake 45 - 55 mins , or until a skewer inserted comes out clean. take out , and turn out on to a rack or grid. syrup: while bread bakes , put the 3 ingredients for the syrup into a heavy-bottomed pot , and heat to boiling while stirring now and then. boil for about 5 minutes , or until slightly thickened. pour the hot syrup over the bread. cool bread. serve in slices. lovely with fresh filter coffee !",Non-Veg dessert,"a simple lemon bread, which is a delight with afternoon tea or coffee! make this when you know that friends are dropping in for a chat!",4.8,70,12,14,4.598331588
agasajos  mexican hot chocolate,"milk, rose water, saffron thread, cinnamon stick, dried chili, vanilla, semisweet chocolate, sugar, orange, zest of","in a medium-sized pot , mix all the ingredients but the chocolate. bring to a boil and reduce to medium. if you aren't a big spice person , remove the chili and cinnamon stick. if you like things hot , leave them in. let it simmer for a few minutes , then add the chocolate. with a whisk , combine the chocolate , then strain out the floaty things and serve",Veg dessert,i think i got this from the urban peasant website. it is soooo good to make on a snowy night while curled up with another warm body and a movie.,5.0,15,9,6,4.813213164
agave margarita,"kosher salt, lime slices, tequila, agave syrup, fresh lime juice","pour some kosher salt into a small dish. rub 1 lime slice over half the rim of an old fashioned glass or a coupe glass. dip rim of glass into salt. combine tequila , agave syrup , and juice in a cocktail shaker. fill with ice and shake well. strain into prepared glass. garnish with second lime slice. different variations -. fruity: muddle 3 blackberries with agave syrup in a cocktail shaker until berries are lightly crushed and juices are released. continue with above recipe. spicy: muddle 2 thin rounds of jalapeno with agave syrup in a cocktail shaker until peppers begin to fall apart. for a less-spicy version , remove the seeds first. continue with above recipe. bright: steep 1 hibiscus teabag or 1 teaspoons dried hibiscus flowers with 4 oz. of hot water for 10 minutes. discard tea bag / flowers and let tea cool. gently spoon some tea over margarita , forming a red layer on top",Veg,"this triple sec-free recipe was inspired by one from tommy's mexican restaurant in san francisco. just remember, fresh is best - see variations at end of instructions! try one or make them all! taken from bon appetit may '12.",5.0,2,5,17,4.813213164
agave nectar margarita,"ice, tequila, fresh lime juice, fresh lemon juice, agave nectar, triple sec, tangerine juice","fill a margarita glass with crushed ice. add the tequila , lime and lemon juices , agave nectar , triple sec and tangerine juice to a cocktail shaker filled with ice. shake vigorously and strain into the prepared glass. garnish with a lime and orange wheel",Veg,"the best ever and so fresh!! you can find agave nectar where honey is found in the grocery store, but most likely in a whole foods or central market or any specialty grocery store in your area.",4.857142857,5,7,4,4.671362209
aglio e olio   spaghetti with garlic and olive oil,"spaghetti, salt, olive oil, garlic cloves, anchovy fillets, chili, lemon, juice of, soft breadcrumbs, parsley, parmesan cheese","bring a large pot of water to the boil. add 2 tablespoons salt. add spaghetti. cook for 14 minutes exactly , then drain. about half-way through the cooking time for the spaghetti , heat the olive oil in a large frypan over a medium heat. add the garlic , anchovy and chilli - i pound these three ingredients in a mortar and pestle for a minute or so first , but this is not absolutely necessary. cook the garlic , anchovy and chilli mixture in the oil for a couple of minutes until the garlic is soft but not brown. reduce heat to low and add lemon juice , breadcrumbs , salt and half the parsley and stir to combine. with the pan still on the heat , add the drained spaghetti and toss with a pair of tongs or two forks to combine thoroughly. serve sprinkled with grated or granulated parmesan cheese and the rest of the parsley",Veg,"this is so quick and easy and makes the most delicious light supper you'll ever eat!  please try it, it really is stunning!  i've adapted this recipe from australia's ""better homes and gardens"" magazine, but it is a traditional italian way of serving spaghetti.  the quantities given serve 2, but just double them to serve 4.",4.857142857,25,10,10,4.671362209
aglione,"rosemary sprigs, sage leaves, garlic clove, juniper berries, kosher salt, fresh ground pepper","strips the green leaves off the rosemary sprigs and add them to the rest of the ingredients , except the pepper , on a chopping board and chop very fine. place the mixture in a bowl , add pepper to taste and mix well. if storing , make sure the container is tightly covered. this can be made with dried herbs , but it really isn't the same. you can leave out the juniper berries , but they give a lovely layer of flavor",Veg,"this herb rub, by way of biba caggiano, is used throughout emilia-romagna.  it's wonderful on roast chicken or pork or tossed with roasted potatoes in their last ten minutes of cooking.  it will keep in a tightly covered jar in the fridge for several weeks.",5.0,10,6,5,4.673123037
